assessment_name,url,description,tags,test_type
.NET MVC (New),https://www.shl.com/products/product-catalog/view/net-mvc-new/,".NET MVC (New): Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
.NET MVVM (New),https://www.shl.com/products/product-catalog/view/net-mvvm-new/,".NET MVVM (New): Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
.NET WCF (New),https://www.shl.com/products/product-catalog/view/net-wcf-new/,".NET WCF (New): Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
.NET WPF (New),https://www.shl.com/products/product-catalog/view/net-wpf-new/,".NET WPF (New): Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
.NET XAML (New),https://www.shl.com/products/product-catalog/view/net-xaml-new/,".NET XAML (New): Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Accounts Payable (New),https://www.shl.com/products/product-catalog/view/accounts-payable-new/,"Accounts Payable (New): Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Accounts Payable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/,Accounts Payable Simulation (New): Simulated data entry test that measures the ability to process payables and vendor invoices.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Accounts Receivable (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-new/,Accounts Receivable (New): Multiple-choice test that measures the knowledge of processing receivables and invoices.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,Accounts Receivable Simulation (New): Simulated data entry test that measures the ability to process receivables and invoices.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
ADO.NET (New),https://www.shl.com/products/product-catalog/view/ado-net-new/,"ADO.NET (New): Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=12&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=24&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=372&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Video Interview Thousands of Candidates in Minutes,https://www.shl.com/products/video-interviews/smart-interview-on-demand/,Smart screening through recorded video interviews helps you shortlist top talent faster and uncover hidden gems you might have missed.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K
